Date,SPX_Open,SPX_High,SPX_Low,SPX_Close,SPX_Volume,NDX_Open,NDX_High,NDX_Low,NDX_Close,NDX_Volume,10Y_Yield,3M_Yield,RSI,VIX,CNN,Put_Call,DXY,BTC_Chg,HYG_Price,Risk_Ratio,IWM_Price,SOXX_Price,NAAIM,SKEW,AAII_Diff,Above_200MA
2026-05-15,7445.11,7454.85,7397.50,7408.50,3336613000,29191.36,29387.44,28991.42,29125.20,1350174000,0,3.59,68.3,18.43,63,0.67,99.27,-2.50,79.46,1.38,277.60,508.52,77.34,0,2.7,50.89
2026-05-18,7415.07,7434.06,7353.17,7403.05,3110807000,29246.20,29250.14,28717.57,28994.37,1229646000,0,3.57,68.2,17.82,63,0.82,99.05,-1.20,79.54,1.35,275.97,495.87,77.34,0,2.7,52.48
2026-05-19,7375.75,7395.32,7333.68,7353.61,3169689000,28795.02,29031.92,28567.16,28818.84,1249571000,0,3.58,63.2,18.06,60,0.84,99.38,-0.31,79.35,1.34,273.00,496.74,77.34,0,2.7,50.69
2026-05-20,7369.19,7435.69,7357.46,7432.97,3198655000,29006.57,29301.28,28919.44,29297.70,1269660000,0,3.56,67.5,17.44,61,0.75,99.12,1.39,79.86,1.38,279.87,520.31,77.34,0,2.7,53.67
2026-05-21,7410.78,7465.96,7389.48,7445.72,2962758000,29150.13,29463.49,29040.04,29357.27,1223802000,0,3.58,68.2,16.76,58,0.83,99.25,0.21,79.90,1.40,282.49,524.71,82.02,0,-11.9,55.17
2026-05-22,7468.82,7506.32,7463.29,7473.47,2693030000,29476.29,29663.89,29423.63,29481.64,1102663000,0,3.58,69.7,16.70,59,0.85,99.32,-2.78,79.91,1.41,285.12,537.33,82.02,0,-11.9,56.37
2026-05-26,7511.79,7539.09,7501.10,7519.12,3046247000,29854.58,30044.49,29753.09,30001.32,1293981000,0,3.58,73.4,17.01,61,0.82,99.14,-2.06,80.18,1.43,290.51,570.09,82.02,0,-11.9,57.25
2026-05-27,7526.01,7530.72,7499.72,7520.36,3115850000,30081.28,30099.79,29808.89,29973.57,1276672000,0,3.58,73.7,16.29,61,0.82,99.32,-2.11,80.13,1.44,290.37,563.98,82.02,0,-11.9,57.85
2026-05-28,7519.82,7568.72,7508.04,7563.63,3225656000,30030.62,30263.19,29848.76,30223.89,1244069000,0,3.59,75.8,15.74,60,0.74,99.03,-1.15,80.23,1.45,292.03,569.47,98.39,0,-6.3,57.25
2026-05-29,7579.33,7599.38,7563.55,7580.06,5528975000,30333.86,30470.03,30210.01,30333.18,1980788000,0,3.59,76.5,15.32,60,0.64,98.94,0.03,80.31,1.46,290.43,569.08,98.39,0,-6.3,55.26
2026-06-01,7582.29,7617.66,7562.61,7599.96,3660418000,30295.25,30633.55,30241.20,30513.86,1443066000,0,3.62,76.9,16.05,59,0.77,99.20,-3.98,79.84,1.44,288.98,571.93,0,0,-6.3,53.47
2026-06-02,7595.40,7620.90,7582.99,7609.78,3409552000,30471.61,30670.11,30372.96,30660.60,1419602000,0,3.62,77.4,15.77,57,0.73,99.22,-6.61,79.90,1.44,291.66,605.02,98.39,0,-6.3,53.47
2026-06-03,7605.31,7605.35,7551.22,7553.68,3413910000,30730.11,30762.20,30441.80,30571.24,1474225000,0,3.62,68.5,16.06,54,0.83,99.46,-5.14,79.68,1.42,287.67,615.68,98.39,0,-6.3,53.47
2026-06-04,7516.54,7598.19,7516.54,7584.31,3221698000,30174.59,30541.43,30092.23,30407.81,1365938000,0,3.62,70.5,15.40,55,0.77,99.42,-1.22,79.83,1.43,292.01,602.72,86.82,0,-0.7,56.26
2026-06-05,7537.36,7541.81,7368.63,7383.74,3567472000,29992.37,30051.08,28929.88,28957.60,1727122000,0,3.62,48.8,21.51,42,0.77,100.07,-4.29,79.43,1.38,281.65,539.77,86.82,0,-0.7,58.05
2026-06-08,7440.57,7466.81,7395.13,7405.73,2950131000,29482.19,29697.90,29294.02,29414.26,1322014000,0,3.63,49.8,18.92,40,0.97,99.97,-0.76,79.54,1.39,284.11,571.45,86.82,0,-0.7,55.46
2026-06-09,7438.66,7483.15,7237.85,7386.65,3499231000,29647.35,29805.30,28196.90,29084.50,1511472000,0,3.63,48.3,19.87,33,0.96,100.00,-2.28,79.62,1.38,285.02,562.14,86.82,0,-0.7,58.44
2026-06-10,7350.54,7396.56,7265.93,7266.99,3253456000,28893.82,29212.38,28462.92,28508.03,1266863000,0,3.63,39.3,22.22,27,0.97,99.93,0.55,79.47,1.33,282.05,541.51,86.82,0,-0.7,56.46
2026-06-11,7287.67,7412.68,7257.33,7394.30,3527515000,28731.16,29506.67,28548.50,29446.18,1428801000,0,3.62,49.7,19.44,30,0.86,99.82,3.47,79.94,1.36,290.41,586.93,79.27,0,-17.3,59.24
2026-06-12,7410.85,7456.40,7363.01,7431.46,2962242000,29380.68,29733.89,29220.83,29635.95,1210986000,0,3.62,52.2,17.68,34,0.86,99.81,0.31,79.94,1.36,292.95,596.25,79.27,0,-17.3,61.03
2026-06-15,7516.75,7577.92,7516.75,7554.29,3393215000,30289.97,30587.16,30285.63,30543.92,1336328000,0,3.62,59.2,16.20,41,0.89,99.70,0.18,80.04,1.39,294.64,628.45,79.27,0,-17.3,60.83
2026-06-16,7548.78,7564.96,7508.68,7511.35,3044165000,30455.49,30560.08,29962.87,29968.13,1264820000,0,3.63,55.7,16.41,39,0.89,99.50,-0.61,80.03,1.38,292.08,591.24,0,0,-17.3,61.63
2026-06-17,7524.50,7532.17,7402.61,7420.10,3339473000,30160.74,30208.94,29604.93,29670.95,1289122000,0,3.65,49.5,18.44,33,0.86,100.30,-1.47,79.73,1.38,289.88,599.73,0,0,-17.3,57.85
2026-06-18,7487.36,7511.07,7468.32,7500.58,6324161000,30261.60,30463.77,30089.35,30406.19,2624024000,0,3.66,54.4,16.40,38,0.86,100.83,-4.23,80.01,1.41,295.59,639.45,92.83,0,-2.8,58.25
2026-06-22,7500.44,7530.01,7460.01,7472.79,3673570000,30529.99,30642.57,30194.25,30347.08,1504949000,0,3.68,52.5,17.28,35,,101.03,1.28,79.94,1.40,298.18,655.01,92.83,0,-2.8,57.25
2026-06-23,7366.51,7424.17,7347.60,7365.46,3658965000,29369.25,29748.72,29276.98,29347.27,1497789000,0,3.69,45.7,19.49,28,0.92,101.42,-1.75,79.87,1.36,295.32,603.39,0,0,-2.8,60.63
2026-06-24,7370.88,7428.06,7336.82,7358.22,3600977000,29328.40,29592.90,28963.10,29220.06,1461500000,0,3.69,45.2,18.63,26,1.02,101.56,-2.95,79.85,1.36,296.69,601.50,92.83,0,-2.8,62.35
2026-06-25,7404.91,7419.08,7323.50,7357.49,3563880000,29843.89,29843.89,29000.55,29440.32,1573565000,0,3.68,45.2,18.89,25,0.99,101.53,-2.83,79.88,1.35,298.91,625.20,98.59,0,8.8,61.75
2026-06-26,7312.74,7392.95,7294.18,7354.02,5860380000,29040.12,29413.80,28890.74,29118.24,2714762000,0,3.66,45.0,18.41,25,1.12,101.37,0.20,79.83,1.35,299.83,589.94,98.59,0,8.8,63.54
2026-06-29,7391.88,7444.32,7348.88,7440.43,3721876000,29310.26,29792.63,28991.52,29774.75,1601789000,0,3.68,51.4,17.65,27,1.12,101.27,0.44,80.01,1.39,298.97,614.35,98.59,0,8.8,61.75
2026-06-30,7441.27,7508.29,7438.04,7499.36,3763756000,29792.93,30328.79,29767.76,30276.35,1519233000,0,3.73,55.3,16.45,31,0.88,101.32,-2.48,79.97,1.41,300.45,640.76,98.59,0,8.8,60.55
2026-07-01,7478.84,7521.81,7449.63,7483.23,3687282000,29914.28,30084.78,29787.41,29809.13,1545389000,0,3.70,54.1,16.59,32,0.88,101.36,2.58,79.59,1.42,299.32,599.70,98.59,0,8.8,61.50
2026-07-02,7495.14,7540.75,7427.55,7483.24,3414978000,29778.70,30044.50,29087.33,29329.21,1565313000,0,3.67,54.1,16.15,31,0.90,100.82,2.56,79.71,1.38,297.58,566.32,84.69,0,-10.9,65.87
2026-07-06,7506.96,7551.31,7500.97,7537.43,3007566000,29575.57,29847.74,29553.62,29697.87,1269613000,0,3.69,57.6,15.57,44,0.90,100.88,0.59,79.87,1.40,298.90,581.51,84.69,0,-10.9,65.00
2026-07-07,7516.63,7536.06,7478.63,7503.85,2991356000,29362.20,29426.45,28974.47,29173.02,1377782000,0,3.72,54.2,16.13,45,0.90,101.14,-0.72,79.76,1.38,296.19,551.69,84.69,0,-10.9,66.60
2026-07-08,7476.54,7488.51,7421.82,7482.71,2874621000,29030.33,29280.58,28814.57,29252.56,1220128000,0,3.72,52.2,16.90,45,1.03,101.00,-2.13,79.66,1.37,293.48,562.03,84.69,0,-10.9,64.41
2026-07-09,7491.60,7546.89,7481.73,7543.64,2781342000,29486.61,29773.74,29398.47,29727.10,1249970000,0,3.68,57.0,15.84,45,0.86,100.76,1.72,79.75,1.40,297.24,581.70,82.95,0,-0.9,64.21
2026-07-10,7547.64,7579.93,7508.16,7575.39,2353229000,29618.34,29856.94,29484.49,29825.11,1031539000,0,3.70,59.2,15.03,49,0.86,100.96,1.58,79.71,1.39,295.99,581.34,82.95,0,-0.9,65.80
2026-07-13,7547.53,7565.37,7506.41,7515.34,2713007000,29471.02,29541.00,29189.21,29264.10,1203833000,0,3.73,53.1,17.16,44,0.81,101.25,-2.06,79.52,1.37,293.48,553.61,82.95,0,-0.9,66.99
2026-07-14,7536.70,7557.44,7513.23,7543.59,2804670000,29561.35,29693.77,29368.87,29586.29,1143496000,0,3.70,55.8,16.50,43,0.96,100.83,3.95,79.68,1.39,294.51,567.92,82.95,0,-0.9,65.00
2026-07-15,7571.72,7581.50,7526.95,7572.40,3094327000,29759.80,29771.89,29192.89,29502.60,1363862000,0,3.69,58.1,15.67,46,0.93,100.47,-0.82,79.81,1.40,295.77,555.27,82.95,0,-0.9,64.61
2026-07-16,7558.80,7570.74,7504.02,7533.77,3209252000,29318.30,29333.06,28881.23,29025.77,1417526000,0,3.70,54.2,16.73,42,0.93,100.71,-1.34,79.80,1.37,295.59,530.50,95.64,0,12.0,69.38
2026-07-17,7447.52,7498.47,7431.26,7457.69,3397503000,28457.33,28867.40,28231.32,28592.66,1630670000,0,3.71,47.4,18.77,37,0.87,100.75,0.14,79.65,1.36,294.04,521.81,95.64,0,12.0,66.40
2026-07-20,7489.18,7513.23,7440.53,7443.28,2726531000,28871.16,29017.23,28590.39,28604.23,1155824000,0,3.70,46.0,18.65,38,1.00,100.97,1.13,79.68,1.35,292.31,524.14,95.64,0,12.0,64.01
2026-07-21,7489.95,7515.31,7467.86,7509.20,2834863000,29059.44,29192.29,28891.07,29155.18,1242831000,0,3.73,51.8,17.05,41,0.92,101.14,1.74,79.65,1.37,296.54,552.69,95.64,0,12.0,63.41
2026-07-22,7497.47,7525.94,7485.85,7498.96,2989299000,28949.81,29176.91,28934.52,28998.10,1186909000,0,3.75,50.6,16.64,43,0.92,101.07,-0.91,79.52,1.35,293.79,555.52,95.64,0,12.0,64.41
2026-07-23,7418.29,7450.12,7376.00,7408.30,3325092000,28545.98,28726.62,28274.52,28454.81,1428820000,0,3.80,43.2,18.70,40,1.01,101.39,-1.59,79.23,1.31,292.09,551.24,84.02,0,-12.7,64.41
2026-07-24,7406.30,7460.98,7396.53,7411.98,3022195000,28362.15,28471.48,28053.08,28128.34,1310103000,0,3.80,43.5,18.58,39,0.88,101.46,-1.65,79.23,1.30,291.17,527.01,84.02,0,-12.7,65.80
2026-07-27,7464.20,7480.57,7382.74,7413.18,3099757000,28412.31,28460.20,27786.54,28039.21,1388689000,4.64,3.80,43.4,18.67,40,,101.50,-3.30,79.27,1.30,292.91,516.23,,146.60,,
2026-07-28,7395.55,7452.09,7382.95,7428.78,3656681000,27810.39,27926.53,27452.95,27763.13,1574922000,4.60,3.76,45.1,18.21,38,,101.35,0.05,79.42,1.29,293.37,491.46,,142.98,,
2026-07-29,7418.16,7450.84,7313.92,7316.15,3652905000,27780.46,27954.91,27176.03,27192.31,1596072000,4.62,3.66,36.3,20.66,32,,100.92,0.49,79.24,1.28,288.57,465.00,,139.55,,
2026-07-30,7390.45,7448.75,7370.98,7437.63,3580758000,27755.46,28168.42,27686.37,28106.35,1736946000,4.66,3.67,47.9,17.09,39,,100.16,0.65,79.47,1.31,292.59,504.53,,139.90,,
2026-07-31,7462.13,7512.04,7399.83,7489.72,3472292000,28446.99,28606.78,27954.24,28274.20,1601676000,4.74,3.68,52.0,15.99,42,,99.80,-2.67,79.48,1.36,291.20,504.89,,141.23,,
2026-08-03,7504.78,7610.04,7504.78,7600.50,3188486000,28278.59,28842.36,28196.88,28776.80,1471388000,4.69,3.70,59.4,15.86,46,,99.98,0.37,79.31,1.39,296.22,507.68,,139.96,,
2026-08-04,7630.62,7758.21,7629.10,7736.52,3703215000,29109.26,29831.40,29109.26,29733.16,1791624000,4.63,3.73,67.0,16.50,58,,99.89,1.45,79.55,1.39,301.71,542.21,,126.41,,
2026-08-05,7771.62,7793.68,7720.17,7723.55,3159366000,29863.27,29946.94,29468.33,29487.79,1480531000,4.62,3.72,65.8,15.81,60,,99.65,0.65,79.52,1.39,299.77,530.70,,133.32,,
2026-08-06,7713.79,7742.85,7698.15,7709.96,3047791000,29224.38,29569.76,29123.38,29373.33,1403842000,4.67,3.73,64.6,15.15,60,,99.96,-0.51,79.46,1.39,298.25,532.52,,134.73,,
2026-08-07,7735.18,7763.08,7719.19,7757.64,2719843000,29596.45,29747.15,29452.71,29722.30,1334945000,4.66,3.71,67.0,14.90,64,,99.60,0.99,79.61,1.41,301.56,543.27,,132.57,,
2026-08-10,7751.74,7773.76,7743.11,7753.11,2686909000,29709.49,29784.21,29606.47,29621.80,1254135000,4.70,3.72,66.8,15.46,64,,99.76,-1.31,79.48,1.41,299.98,529.39,,137.13,,
2026-08-11,7767.51,7767.51,7717.25,7728.20,2502546000,29694.70,29705.80,29427.61,29525.48,1209912000,4.68,3.73,64.1,15.28,61,,99.84,-0.31,79.51,1.41,300.99,534.20,,135.59,,
2026-08-12,7765.46,7766.01,7737.95,7748.50,2674503000,29875.18,29881.50,29715.88,29742.60,1401162000,4.68,3.71,64.9,14.55,62,,99.92,-0.27,79.61,1.39,302.71,546.61,,136.54,,
2026-08-13,7763.18,7816.70,7763.18,7798.99,2684931000,29784.06,30168.05,29757.62,30084.50,1277000000,4.64,3.70,67.9,14.63,66,,99.91,0.13,79.79,1.38,303.50,550.74,,134.37,,
2026-08-14,7806.60,7810.01,7776.31,7785.76,2210210000,30167.12,30179.82,29934.66,30046.14,1056759000,4.70,3.70,66.3,14.25,65,,99.64,-0.73,79.71,1.37,305.09,550.42,,138.36,,
2026-08-17,7790.68,7790.68,7744.88,7745.06,2506498000,30150.78,30195.72,29971.92,29995.38,1147389000,4.72,3.70,62.0,15.19,60,,99.56,2.34,79.61,1.38,304.06,559.12,,142.91,,
2026-08-18,7700.04,7713.95,7688.63,7691.76,2650043000,29594.89,29677.29,29425.08,29490.96,1267735000,4.71,3.70,56.4,15.84,54,,99.63,0.08,79.53,1.36,300.23,531.39,,143.60,,
2026-08-19,7716.74,7743.93,7700.07,7707.98,2981221000,29580.85,29652.29,29288.75,29426.02,1270711000,4.65,3.70,57.7,14.89,56,,98.80,7.81,79.71,1.37,301.72,519.67,,142.93,,
2026-08-20,7690.49,7699.96,7639.01,7641.16,2706581000,29295.15,29378.80,29118.07,29213.16,1172482000,4.70,3.70,51.2,16.01,52,,98.87,5.04,79.56,1.37,297.67,522.35,,143.23,,
2026-08-21,7665.68,7697.11,7660.06,7674.37,2737363000,29359.60,29405.12,29142.44,29308.86,1144183000,4.74,3.71,53.9,15.13,55,,98.84,7.23,79.61,1.37,299.96,520.05,,143.90,,
2026-08-24,7663.38,7670.30,7638.17,7652.86,2488280000,29094.72,29151.97,28875.96,29023.18,1125723000,4.70,3.70,52.2,15.85,55,,98.99,1.48,79.70,1.35,297.97,506.18,,145.64,,
2026-08-25,7676.66,7686.11,7650.92,7677.28,2376000000,29231.18,29338.77,29077.72,29209.23,988555564,4.64,3.70,54.5,15.45,59,,98.89,-0.48,79.92,1.36,299.23,514.06,,143.27,,
2026-08-26,7666.88,7690.73,7657.41,7675.70,2379282000,29130.77,29296.77,29096.84,29224.52,1012408000,4.66,3.69,53.9,15.21,55,,99.12,0.39,79.90,1.36,298.93,515.40,,142.96,,
2026-08-27,7710.34,7741.27,7689.89,7730.99,2856239000,29480.99,29643.53,29366.42,29641.56,1336514000,4.67,3.68,58.9,14.51,58,,99.12,2.21,79.87,1.36,299.81,525.43,,144.05,,
2026-08-28,7735.17,7771.48,7700.91,7711.76,2589484000,29545.90,29752.78,29383.92,29433.43,1192466000,4.72,3.73,56.6,14.43,54,,99.16,-3.22,79.74,1.37,295.75,508.62,,149.77,,
2026-08-31,7697.52,7697.52,7665.06,7686.14,3435918000,29404.29,29483.90,29304.49,29456.97,1214973000,4.76,3.73,53.4,14.92,50,,99.41,0.96,79.81,1.37,293.93,511.04,,148.53,,
